Format Version,1.24,Take Name,VectorSurgeTrials_013SNAP,Take Notes,,Capture Frame Rate,60,Export Frame Rate,60,Capture Start Time,2024-09-10 04.04.56.425 PM,Capture Start Frame,33991,Total Frames in Take,9894,Total Exported Frames,9894,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,,,,,,,,,,
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,,,,,,,,,,
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,
7528,125.466667,0.423952,0.03577,0.494565,3233.244385,-4.264861,1127.525146,2.114473,0.327553,28.753122,2427.53125,551.215698,151.569412,,,,,,,,,,
7529,125.483333,0.420338,0.037775,0.498049,3233.303955,-4.293076,1127.532837,2.075399,0.221913,28.721472,2427.481445,551.230347,151.630569,,,,,,,,,,
7530,125.5,0.420843,0.0079,0.516288,3233.34082,-4.303457,1127.517334,2.046631,0.163998,28.71344,2427.508545,551.167236,151.569824,,,,,,,,,,
7531,125.516667,0.404145,0.040283,0.498849,3233.360596,-4.298806,1127.495972,2.028437,0.130369,28.760885,2427.53418,551.128845,151.610352,,,,,,,,,,
7532,125.533333,0.398161,0.023119,0.491795,3233.416748,-4.299452,1127.433838,1.89695,-0.114848,28.670338,2427.457764,551.113037,151.694366,,,,,,,,,,
7533,125.55,0.378981,0.055541,0.43378,3233.403076,-4.32227,1127.412354,1.983662,-0.118777,28.651251,2427.455322,551.101868,151.640442,,,,,,,,,,
7534,125.566667,0.411641,0.071565,0.450109,3233.367432,-4.316248,1127.376221,1.932065,-0.405117,28.623291,2427.481445,551.104614,151.628113,,,,,,,,,,
7535,125.583333,0.360962,0.051106,0.470181,3233.385742,-4.348074,1127.349243,1.884771,-0.192201,28.653334,2427.453125,551.11676,151.694305,,,,,,,,,,
7536,125.6,0.395372,0.014435,0.5379,3233.347412,-4.356976,1127.376343,2.039696,-0.053127,28.688816,2427.460449,551.165894,151.623444,,,,,,,,,,
7537,125.616667,0.444352,0.02244,0.581172,3233.301025,-4.373539,1127.40918,2.006241,-0.090988,28.69632,2427.459229,551.159851,151.605942,,,,,,,,,,
7538,125.633333,0.463793,0.019831,0.598964,3233.31543,-4.370121,1127.399292,2.050009,-0.142293,28.859205,2427.379395,551.129761,151.643692,,,,,,,,,,
7539,125.65,0.428398,0.036697,0.592638,3233.344482,-4.382944,1127.409058,2.018166,-0.073489,28.919937,2427.411377,551.052185,151.62944,,,,,,,,,,
7540,125.666667,0.431941,0.043047,0.605991,3233.353516,-4.376709,1127.381714,1.934139,-0.321902,29.081982,2427.357422,550.963806,151.617035,,,,,,,,,,
7541,125.683333,0.451573,0.05572,0.604978,3233.352295,-4.354494,1127.363525,1.916844,-0.301554,29.100042,2427.360352,550.863037,151.61731,,,,,,,,,,
7542,125.7,0.468132,0.057839,0.655582,3233.320068,-4.385597,1127.400391,1.916245,-0.317342,29.040926,2427.362549,550.806702,151.598892,,,,,,,,,,
7543,125.716667,0.460871,0.028124,0.605771,3233.282471,-4.378722,1127.40686,1.920098,-0.445659,29.181543,2427.335449,550.809692,151.64418,,,,,,,,,,
7544,125.733333,0.458807,0.042205,0.556994,3233.300537,-4.372567,1127.363647,1.954548,-0.35253,29.391476,2427.282715,550.837463,151.570419,,,,,,,,,,
7545,125.75,0.48076,0.020356,0.609593,3233.308838,-4.404301,1127.375244,2.033592,-0.188799,29.29682,2427.29541,550.861633,151.538177,,,,,,,,,,
7546,125.766667,0.497794,0.019243,0.621542,3233.338623,-4.435734,1127.36145,2.084169,-0.105403,29.318542,2427.273926,550.908691,151.555969,,,,,,,,,,
7547,125.783333,0.494152,0.023464,0.552697,3233.287842,-4.412471,1127.358521,2.191621,0.280461,29.243134,2427.4375,550.967346,151.473511,,,,,,,,,,
7548,125.8,0.497856,0.010388,0.538594,3233.247803,-4.399562,1127.355469,2.00857,-0.07177,28.928867,2427.442139,550.976135,151.58902,,,,,,,,,,
7549,125.816667,0.506328,0.026746,0.563666,3233.266602,-4.411501,1127.368286,2.042289,0.057694,28.836266,2427.470947,551.081665,151.581726,,,,,,,,,,
7550,125.833333,0.522265,0.002643,0.58363,3233.265869,-4.424495,1127.370361,1.997295,-0.207287,28.609001,2427.45874,551.179321,151.639038,,,,,,,,,,
7551,125.85,0.504659,0.022474,0.571804,3233.278809,-4.4135,1127.331177,2.099778,0.300771,28.669319,2427.511963,551.265015,151.567245,,,,,,,,,,
7552,125.866667,0.516692,0.017507,0.595417,3233.306152,-4.4424,1127.337524,2.016861,0.16056,28.595522,2427.489746,551.259766,151.610229,,,,,,,,,,
7553,125.883333,0.50261,-0.005163,0.576154,3233.304932,-4.421635,1127.352661,2.099211,0.197594,28.72019,2427.495117,551.244385,151.612808,,,,,,,,,,
7554,125.9,0.507901,0.020189,0.534799,3233.275635,-4.395467,1127.35083,2.08384,0.134107,28.748936,2427.497559,551.188477,151.573242,,,,,,,,,,
7555,125.916667,0.495796,-0.014929,0.510603,3233.315918,-4.407731,1127.324463,2.09405,0.089647,28.750671,2427.485107,551.167786,151.604385,,,,,,,,,,
7556,125.933333,0.480571,0.014499,0.501058,3233.335449,-4.413639,1127.349487,1.933871,-0.109174,28.681082,2427.439453,551.136597,151.662628,,,,,,,,,,
7557,125.95,0.502937,0.011147,0.550767,3233.345215,-4.426282,1127.31189,1.909109,-0.34457,28.660255,2427.453369,551.101562,151.620544,,,,,,,,,,
7558,125.966667,0.510058,-0.00937,0.577545,3233.302734,-4.418825,1127.320068,1.912024,-0.3952,28.648417,2427.437744,551.095764,151.641037,,,,,,,,,,
7559,125.983333,0.492899,-0.041422,0.584776,3233.326904,-4.428754,1127.34021,1.98787,-0.233633,28.95627,2427.362305,551.048645,151.652237,,,,,,,,,,
7560,126,0.510355,-0.012601,0.5637,3233.342529,-4.45004,1127.349243,2.018549,-0.1253,29.054399,2427.397461,550.992615,151.632278,,,,,,,,,,
7561,126.016667,0.518966,0.000504,0.53117,3233.335693,-4.450526,1127.337769,2.125811,0.003469,29.091843,2427.489502,551.01239,151.528381,,,,,,,,,,
7562,126.033333,0.504959,0.003014,0.553171,3233.313965,-4.436513,1127.365967,1.993954,-0.019752,28.944918,2427.411377,550.973877,151.607834,,,,,,,,,,
7563,126.05,0.502004,0.014266,0.568651,3233.330078,-4.424531,1127.343262,2.001662,0.00509,28.89867,2427.436035,551.015869,151.629349,,,,,,,,,,
7564,126.066667,0.503171,-0.00319,0.578802,3233.312988,-4.414863,1127.331787,1.945097,-0.270462,28.690289,2427.472168,551.053284,151.639572,,,,,,,,,,
7565,126.083333,0.515305,-0.007425,0.601883,3233.310303,-4.428423,1127.357666,2.024715,0.01687,28.879976,2427.377197,551.089966,151.694504,,,,,,,,,,
7566,126.1,0.506744,-0.014425,0.583051,3233.32373,-4.433653,1127.353882,2.0334,-0.10699,28.859137,2427.42627,551.095337,151.6548,,,,,,,,,,
7567,126.116667,0.492901,0.005593,0.520107,3233.298584,-4.411145,1127.358643,1.946751,-0.117225,28.728483,2427.480957,551.082031,151.628906,,,,,,,,,,
7568,126.133333,0.515452,0.003992,0.499199,3233.276611,-4.417802,1127.377075,1.972437,-0.044366,28.721458,2427.492188,551.111206,151.625793,,,,,,,,,,
7569,126.15,0.512141,0.013053,0.524892,3233.287598,-4.430817,1127.378296,1.89535,-0.239638,28.636452,2427.481201,551.159912,151.662445,,,,,,,,,,
7570,126.166667,0.499975,0.01028,0.512573,3233.324707,-4.416581,1127.319214,1.922957,-0.23551,28.584347,2427.494141,551.155334,151.652115,,,,,,,,,,
7571,126.183333,0.491386,-0.000416,0.549647,3233.33667,-4.418099,1127.309692,1.881622,-0.210119,28.626137,2427.464111,551.121277,151.644653,,,,,,,,,,
7572,126.2,0.497212,-0.002127,0.587544,3233.326172,-4.42908,1127.336182,1.954262,0.047285,28.767933,2427.446045,551.126831,151.647446,,,,,,,,,,
7573,126.216667,0.515827,0.003025,0.612829,3233.318359,-4.422377,1127.318115,2.080085,0.169305,28.845217,2427.490234,551.119141,151.563095,,,,,,,,,,
7574,126.233333,0.493595,0.003962,0.541356,3233.335938,-4.422524,1127.301392,1.943751,-0.126877,28.736265,2427.46875,551.13092,151.625916,,,,,,,,,,
7575,126.25,0.486419,-0.023635,0.538187,3233.305908,-4.419742,1127.343994,1.884607,-0.099861,28.659676,2427.464844,551.148987,151.676315,,,,,,,,,,
7576,126.266667,0.514103,-0.009855,0.552506,3233.306885,-4.431972,1127.368042,1.969883,-0.068338,28.634207,2427.490723,551.138611,151.61528,,,,,,,,,,
7577,126.283333,0.513666,0.027744,0.512888,3233.30249,-4.41522,1127.366577,1.926681,-0.074133,28.65234,2427.533936,551.167847,151.634995,,,,,,,,,,
7578,126.3,0.515856,0.050146,0.515404,3233.264893,-4.414555,1127.379395,1.897289,-0.179823,28.811777,2427.421631,551.154297,151.6996,,,,,,,,,,
7579,126.316667,0.530861,0.03505,0.558399,3233.289551,-4.433707,1127.360474,1.91271,-0.133984,28.769945,2427.417236,551.092163,151.662094,,,,,,,,,,
7580,126.333333,0.533783,0.031699,0.562987,3233.297607,-4.438093,1127.359253,1.950819,0.048782,28.83194,2427.46875,551.069641,151.650009,,,,,,,,,,
7581,126.35,0.488644,-0.019539,0.527541,3233.333008,-4.408504,1127.30481,1.964773,-0.18341,28.987917,2427.382812,551.029907,151.695435,,,,,,,,,,
7582,126.366667,0.472436,-0.023802,0.494446,3233.351807,-4.39346,1127.328979,2.00951,-0.037069,28.98959,2427.410156,550.995422,151.632233,,,,,,,,,,
7583,126.383333,0.495504,-0.019765,0.495783,3233.365234,-4.429588,1127.311279,1.910041,-0.122245,28.797974,2427.447754,551.033264,151.660126,,,,,,,,,,
7584,126.4,0.499697,-0.041375,0.498267,3233.317139,-4.421146,1127.319214,1.86791,0.002669,28.708036,2427.459961,551.083679,151.71759,,,,,,,,,,
7585,126.416667,0.506041,-0.000117,0.516392,3233.3479,-4.443224,1127.321777,1.999935,0.108885,28.732756,2427.492432,551.124756,151.674133,,,,,,,,,,
7586,126.433333,0.50633,0.004862,0.512886,3233.346436,-4.438529,1127.330322,1.907834,-0.13537,28.558449,2427.500244,551.159363,151.648682,,,,,,,,,,
7587,126.45,0.494449,-0.002689,0.493833,3233.334961,-4.418086,1127.296875,2.00046,0.067487,28.63607,2427.449219,551.201965,151.655518,,,,,,,,,,
7588,126.466667,0.492061,-0.026576,0.494429,3233.368896,-4.418241,1127.27356,2.112468,0.363041,28.940031,2427.416992,551.190674,151.619186,,,,,,,,,,
7589,126.483333,0.504561,-0.016013,0.573671,3233.353516,-4.423806,1127.317627,2.092675,0.108371,28.891434,2427.460938,551.140869,151.611649,,,,,,,,,,
7590,126.5,0.5168,-0.003846,0.545032,3233.30127,-4.426897,1127.342041,2.020918,0.178494,28.873405,2427.469238,551.112976,151.628967,,,,,,,,,,
7591,126.516667,0.522728,-0.010172,0.535323,3233.304688,-4.428788,1127.342285,2.067905,0.277437,28.812952,2427.494629,551.104492,151.583252,,,,,,,,,,
7592,126.533333,0.537468,0.011994,0.566687,3233.30835,-4.440319,1127.365356,1.968367,-0.065491,28.644995,2427.45874,551.126221,151.646423,,,,,,,,,,
7593,126.55,0.536358,0.046946,0.536046,3233.301025,-4.428522,1127.382935,2.046789,-0.05571,28.738503,2427.506104,551.146118,151.57782,,,,,,,,,,
7594,126.566667,0.529487,0.046652,0.521762,3233.279785,-4.418844,1127.393555,2.030083,-0.091363,28.722372,2427.431152,551.139526,151.64212,,,,,,,,,,
7595,126.583333,0.500479,0.030549,0.55604,3233.321289,-4.431737,1127.325562,1.966706,-0.232602,28.6217,2427.437012,551.09375,151.608704,,,,,,,,,,
7596,126.6,0.503853,0.026842,0.534899,3233.340332,-4.433686,1127.303711,1.866517,-0.255366,28.650932,2427.498291,551.089539,151.663895,,,,,,,,,,
7597,126.616667,0.514039,-0.001486,0.514744,3233.326172,-4.435539,1127.311401,1.921273,-0.164268,28.722601,2427.496582,551.068848,151.665573,,,,,,,,,,
7598,126.633333,0.518308,-0.033341,0.53901,3233.319824,-4.425792,1127.339966,1.927341,-0.286744,28.630579,2427.464844,551.099915,151.64801,,,,,,,,,,
7599,126.65,0.520831,-0.03653,0.56457,3233.3479,-4.439513,1127.325928,1.899224,-0.150197,28.604527,2427.479736,551.150757,151.647797,,,,,,,,,,
7600,126.666667,0.508166,-0.045279,0.549346,3233.332275,-4.448964,1127.303711,1.931709,-0.249061,28.818842,2427.383301,551.1026,151.64447,,,,,,,,,,
7601,126.683333,0.502758,-0.001092,0.543062,3233.318115,-4.422812,1127.319092,1.951504,-0.28826,28.985092,2427.3125,551.045349,151.634735,,,,,,,,,,
7602,126.7,0.513653,0.011841,0.578644,3233.321777,-4.43611,1127.352417,2.024075,0.088391,29.126379,2427.438721,550.975464,151.543716,,,,,,,,,,
7603,126.716667,0.520173,0.014969,0.534038,3233.324463,-4.433189,1127.331299,1.963639,-0.104322,28.999262,2427.396729,550.909729,151.596558,,,,,,,,,,
7604,126.733333,0.526049,-0.010338,0.54667,3233.307617,-4.427359,1127.356567,1.913082,-0.213549,28.845617,2427.41626,550.95105,151.63089,,,,,,,,,,
7605,126.75,0.535566,0.00063,0.578385,3233.318604,-4.442626,1127.373535,2.001696,-0.289194,28.760059,2427.519775,551.094849,151.634216,,,,,,,,,,
7606,126.766667,0.508431,0.001743,0.546357,3233.311035,-4.411787,1127.345825,1.970022,-0.047743,28.645107,2427.507568,551.1828,151.645798,,,,,,,,,,
7607,126.783333,0.462552,-0.02211,0.516747,3233.333496,-4.40582,1127.298096,1.956815,-0.056959,28.577471,2427.440918,551.219299,151.64151,,,,,,,,,,
7608,126.8,0.487749,-0.067832,0.563244,3233.349365,-4.424921,1127.283081,1.953323,-0.073964,28.5611,2427.476562,551.231689,151.64328,,,,,,,,,,
7609,126.816667,0.517298,-0.033829,0.583044,3233.334473,-4.448113,1127.297485,1.915816,-0.148727,28.556368,2427.473145,551.179993,151.704315,,,,,,,,,,
7610,126.833333,0.54334,0.014658,0.607838,3233.310059,-4.452896,1127.350342,1.961324,-0.150178,28.748512,2427.388428,551.122498,151.713196,,,,,,,,,,
7611,126.85,0.540164,0.060688,0.589829,3233.319092,-4.440978,1127.380981,1.912793,-0.12666,28.820486,2427.416748,551.049561,151.683792,,,,,,,,,,
7612,126.866667,0.526473,0.043643,0.600014,3233.290283,-4.432205,1127.383667,1.934392,-0.203194,28.978559,2427.406494,550.978455,151.665375,,,,,,,,,,
7613,126.883333,0.503391,0.002907,0.574138,3233.30835,-4.403481,1127.333374,1.901381,-0.189945,28.941942,2427.417236,550.891357,151.65834,,,,,,,,,,
7614,126.9,0.500821,-0.031934,0.576047,3233.300781,-4.412619,1127.334106,1.915304,-0.417392,28.89477,2427.463867,550.931885,151.65033,,,,,,,,,,
7615,126.916667,0.495807,0.020503,0.576325,3233.362061,-4.456208,1127.318848,1.877295,-0.356679,28.787437,2427.454102,550.959595,151.644058,,,,,,,,,,
7616,126.933333,0.504997,0.022103,0.563752,3233.305908,-4.436631,1127.355835,1.932676,-0.297045,28.738796,2427.486816,551.042358,151.622543,,,,,,,,,,
7617,126.95,0.520717,-0.035294,0.58953,3233.286377,-4.428722,1127.3573,1.905442,-0.314562,28.646217,2427.455566,551.108032,151.649292,,,,,,,,,,
7618,126.966667,0.486532,-0.023289,0.586423,3233.311768,-4.416797,1127.327759,1.954841,-0.241124,28.699854,2427.406738,551.154175,151.639526,,,,,,,,,,
7619,126.983333,0.527061,-0.023759,0.68172,3233.359863,-4.448207,1127.317139,1.918858,-0.269421,28.667374,2427.431641,551.166687,151.612488,,,,,,,,,,
7620,127,0.599232,0.003388,0.766022,3233.43457,-4.501898,1127.308472,1.920976,-0.165201,28.658117,2427.456299,551.155273,151.668167,,,,,,,,,,
7621,127.016667,0.59387,0.058644,0.786787,3233.481689,-4.511838,1127.338989,1.998603,-0.191021,28.611763,2427.45459,551.147461,151.648972,,,,,,,,,,
7622,127.033333,0.565248,0.089773,0.7539,3233.470215,-4.493706,1127.368774,2.021804,-0.019762,28.648464,2427.513428,551.13147,151.60997,,,,,,,,,,
7623,127.05,0.524052,0.083241,0.70936,3233.436768,-4.441933,1127.361816,1.915494,-0.293065,28.645781,2427.505859,551.156799,151.66629,,,,,,,,,,
7624,127.066667,0.482711,0.046524,0.687055,3233.427002,-4.419569,1127.36792,1.935267,-0.321079,28.663275,2427.451172,551.128113,151.646484,,,,,,,,,,
7625,127.083333,0.477592,0.02454,0.701724,3233.439697,-4.427886,1127.365112,2.01397,-0.333853,28.80829,2427.373047,551.09021,151.621353,,,,,,,,,,
7626,127.1,0.449766,0.039063,0.654149,3233.442871,-4.402833,1127.342285,1.909464,-0.359426,28.86536,2427.405273,551.033142,151.617767,,,,,,,,,,
7627,127.116667,0.456135,0.028167,0.640324,3233.388916,-4.385549,1127.36084,1.881728,-0.162829,29.072239,2427.354004,550.940369,151.65979,,,,,,,,,,
7628,127.133333,0.466408,0.047209,0.640866,3233.375488,-4.3896,1127.365845,1.905629,-0.162202,29.066021,2427.417969,550.865356,151.608368,,,,,,,,,,
7629,127.15,0.447044,0.060677,0.611542,3233.353271,-4.386011,1127.380249,1.908719,-0.416533,28.936687,2427.45459,550.88739,151.647644,,,,,,,,,,
7630,127.166667,0.459348,0.065089,0.608165,3233.360107,-4.391131,1127.365356,1.906092,-0.342838,28.955204,2427.388184,550.998413,151.670746,,,,,,,,,,
7631,127.183333,0.435772,0.042494,0.610673,3233.401123,-4.39296,1127.356079,1.92665,-0.213914,28.777851,2427.432129,551.093262,151.65062,,,,,,,,,,
7632,127.2,0.441451,0.046172,0.578111,3233.397217,-4.368773,1127.359131,1.929346,-0.172815,28.622828,2427.479736,551.145264,151.677155,,,,,,,,,,
7633,127.216667,0.456527,0.039472,0.601666,3233.383545,-4.371841,1127.35083,1.966462,-0.223932,28.540468,2427.464355,551.179199,151.647751,,,,,,,,,,
7634,127.233333,0.445114,0.027452,0.589158,3233.405273,-4.392323,1127.322021,1.962851,-0.072333,28.641563,2427.430664,551.179199,151.650787,,,,,,,,,,
7635,127.25,0.423569,0.008639,0.564341,3233.414307,-4.378773,1127.312134,1.899423,-0.320864,28.83569,2427.367676,551.129761,151.615356,,,,,,,,,,
7636,127.266667,0.414154,0.031092,0.542643,3233.405029,-4.367416,1127.339111,1.930965,-0.167893,28.873068,2427.460938,551.092224,151.575546,,,,,,,,,,
7637,127.283333,0.438501,0.027946,0.582028,3233.400391,-4.38835,1127.385498,1.961289,0.12931,28.821943,2427.483398,551.073669,151.599808,,,,,,,,,,
7638,127.3,0.437301,0.020048,0.558785,3233.401855,-4.369014,1127.397583,2.007744,-0.046048,29.026573,2427.422363,551.058533,151.603271,,,,,,,,,,
7639,127.316667,0.427303,0.013346,0.577553,3233.369141,-4.349829,1127.357422,1.968617,-0.349163,28.940948,2427.426025,551.006348,151.643738,,,,,,,,,,
7640,127.333333,0.405117,0.009795,0.573369,3233.378662,-4.358049,1127.357666,2.018419,-0.046545,29.091507,2427.353027,550.954529,151.599716,,,,,,,,,,
7641,127.35,0.385935,-0.018181,0.566002,3233.416748,-4.368712,1127.333252,2.00672,-0.036118,29.033033,2427.397217,550.912476,151.638855,,,,,,,,,,
7642,127.366667,0.400415,-0.001844,0.566799,3233.350586,-4.352292,1127.348267,1.934013,-0.109473,28.916918,2427.437744,550.902893,151.658798,,,,,,,,,,
7643,127.383333,0.38976,0.041206,0.530132,3233.365479,-4.359567,1127.352905,1.998044,-0.12456,29.091986,2427.356201,550.939026,151.656052,,,,,,,,,,
7644,127.4,0.405321,0.047561,0.505477,3233.357666,-4.353396,1127.366821,1.938758,-0.301549,28.938173,2427.383057,550.963135,151.654709,,,,,,,,,,
7645,127.416667,0.401945,0.037201,0.495792,3233.36377,-4.360377,1127.33252,1.978844,-0.141,28.923244,2427.450928,551.023254,151.686676,,,,,,,,,,
7646,127.433333,0.387735,0.005397,0.498221,3233.366455,-4.347276,1127.338257,1.929946,-0.261115,28.696022,2427.491699,551.11676,151.694122,,,,,,,,,,
7647,127.45,0.370458,-0.003532,0.461861,3233.378418,-4.362567,1127.353516,1.90506,-0.113377,28.532986,2427.496826,551.161926,151.688461,,,,,,,,,,
7648,127.466667,0.384571,-0.026345,0.466702,3233.337891,-4.342814,1127.35022,2.009343,-0.32478,28.701021,2427.417236,551.157166,151.675766,,,,,,,,,,
7649,127.483333,0.392363,0.003978,0.474928,3233.343506,-4.348719,1127.348999,1.982709,-0.218858,28.75272,2427.379639,551.084656,151.659225,,,,,,,,,,
7650,127.5,0.419161,0.009169,0.523361,3233.323486,-4.368197,1127.408569,1.948497,-0.204849,28.735462,2427.432617,551.061401,151.642807,,,,,,,,,,
7651,127.516667,0.446563,0.024745,0.565012,3233.268311,-4.357043,1127.435303,1.918474,-0.3108,28.826694,2427.452393,551.075867,151.63591,,,,,,,,,,
7652,127.533333,0.442109,0.0264,0.581854,3233.276123,-4.367645,1127.39917,1.957447,-0.348851,28.795607,2427.431641,551.067017,151.658325,,,,,,,,,,
7653,127.55,0.408863,0.019816,0.537669,3233.345459,-4.362074,1127.355957,2.00148,-0.272245,28.736607,2427.442627,551.066528,151.672516,,,,,,,,,,
7654,127.566667,0.419285,0.003005,0.522274,3233.342041,-4.351905,1127.358276,1.896117,-0.104133,28.622965,2427.464111,551.099792,151.685654,,,,,,,,,,
7655,127.583333,0.433431,0.025179,0.527432,3233.355713,-4.370919,1127.345459,1.922253,-0.134946,28.59416,2427.452148,551.137329,151.669357,,,,,,,,,,
7656,127.6,0.441244,0.007881,0.577419,3233.325684,-4.373142,1127.386963,1.992342,-0.191154,28.584635,2427.486328,551.164673,151.65863,,,,,,,,,,
7657,127.616667,0.429146,0.01066,0.563486,3233.301514,-4.376329,1127.419434,2.000263,-0.242664,28.538464,2427.525635,551.192444,151.649277,,,,,,,,,,
7658,127.633333,0.459134,0.025341,0.560521,3233.304443,-4.374207,1127.39917,1.965598,0.06481,28.648764,2427.506104,551.180054,151.654495,,,,,,,,,,
7659,127.65,0.45398,0.018874,0.563679,3233.324707,-4.387312,1127.396851,1.988376,0.10638,28.713047,2427.483887,551.167908,151.628723,,,,,,,,,,
7660,127.666667,0.431717,0.015699,0.519707,3233.351318,-4.384749,1127.396484,1.992114,-0.200117,28.609867,2427.486328,551.144958,151.647827,,,,,,,,,,
7661,127.683333,0.427486,0.025147,0.511313,3233.333008,-4.353051,1127.377319,2.03466,-0.232872,28.792013,2427.465576,551.145325,151.633133,,,,,,,,,,
7662,127.7,0.395322,0.031908,0.513267,3233.356934,-4.358957,1127.339966,2.024158,-0.059346,28.847921,2427.427002,551.089722,151.612518,,,,,,,,,,
7663,127.716667,0.421553,0.033868,0.516114,3233.368652,-4.374885,1127.349243,1.977624,-0.040794,28.75123,2427.440186,551.075623,151.63208,,,,,,,,,,
7664,127.733333,0.433105,0.028112,0.541756,3233.311279,-4.374549,1127.394287,1.933273,-0.072738,28.695084,2427.449463,551.085571,151.652344,,,,,,,,,,
7665,127.75,0.446805,0.027675,0.5718,3233.304199,-4.36377,1127.424316,1.970119,-0.293426,28.666437,2427.475342,551.112,151.667801,,,,,,,,,,
7666,127.766667,0.425797,0.002758,0.583332,3233.338867,-4.375895,1127.394653,1.97601,-0.021229,28.671431,2427.48291,551.126648,151.649612,,,,,,,,,,
7667,127.783333,0.412948,-0.006855,0.5619,3233.372803,-4.370206,1127.356689,1.959082,-0.114052,28.597698,2427.477051,551.128174,151.622192,,,,,,,,,,
7668,127.8,0.406944,0.02038,0.511953,3233.382324,-4.340755,1127.33374,2.052195,-0.071443,28.858915,2427.404297,551.120911,151.626328,,,,,,,,,,
7669,127.816667,0.410094,0.012255,0.502176,3233.375488,-4.3759,1127.354248,1.947604,-0.212026,28.818085,2427.408936,551.090515,151.634995,,,,,,,,,,
7670,127.833333,0.405581,-0.00622,0.507373,3233.396973,-4.377486,1127.343384,1.917772,-0.139737,28.648798,2427.449707,551.094971,151.627136,,,,,,,,,,
7671,127.85,0.414084,0.001251,0.514126,3233.374023,-4.362078,1127.319946,1.90253,-0.070027,28.641323,2427.462402,551.124207,151.676575,,,,,,,,,,
7672,127.866667,0.414773,0.003625,0.499184,3233.38501,-4.379321,1127.322388,1.965728,-0.118947,28.856184,2427.384277,551.08313,151.678055,,,,,,,,,,
7673,127.883333,0.421035,-0.015215,0.511596,3233.361572,-4.376384,1127.355713,2.00387,-0.026775,29.170086,2427.344238,551.002502,151.640396,,,,,,,,,,
7674,127.9,0.436835,0.014712,0.552086,3233.330322,-4.379505,1127.377808,1.897405,-0.291105,29.145145,2427.375,550.891602,151.62291,,,,,,,,,,
7675,127.916667,0.463836,0.024415,0.594989,3233.310303,-4.389379,1127.384888,1.942466,-0.155039,29.160755,2427.424316,550.841858,151.632965,,,,,,,,,,
7676,127.933333,0.445998,0.056725,0.569768,3233.322021,-4.394681,1127.401978,1.933187,-0.286754,28.958229,2427.427002,550.851807,151.659439,,,,,,,,,,
7677,127.95,0.469747,0.086106,0.583575,3233.302979,-4.397499,1127.408691,1.926909,-0.234213,28.83264,2427.452881,550.923828,151.656158,,,,,,,,,,
7678,127.966667,0.478949,0.082268,0.60427,3233.29248,-4.391072,1127.387573,1.935975,-0.220704,28.767462,2427.419922,551.027527,151.661713,,,,,,,,,,
7679,127.983333,0.455514,0.067191,0.606181,3233.349854,-4.385581,1127.355713,1.980569,-0.112832,28.923946,2427.397217,551.067871,151.62056,,,,,,,,,,
7680,128,0.453313,0.025768,0.622729,3233.391357,-4.39337,1127.332031,1.947208,-0.144236,28.842943,2427.424072,551.066772,151.646576,,,,,,,,,,
7681,128.016667,0.480331,0.040658,0.647453,3233.417236,-4.405143,1127.326294,1.922423,-0.065218,28.713717,2427.455811,551.109436,151.663467,,,,,,,,,,
7682,128.033333,0.499693,0.036991,0.654636,3233.425781,-4.433877,1127.333862,1.900491,-0.069777,28.624191,2427.437988,551.138062,151.665024,,,,,,,,,,
7683,128.05,0.539598,0.045371,0.689046,3233.409912,-4.484773,1127.328979,1.932276,-0.160154,28.798243,2427.379639,551.117493,151.685242,,,,,,,,,,
7684,128.066667,0.555631,0.049843,0.660935,3233.367188,-4.448792,1127.341309,1.965154,-0.321219,28.832199,2427.411865,551.099792,151.658875,,,,,,,,,,
7685,128.083333,0.522037,0.018718,0.568387,3233.352051,-4.437454,1127.360352,1.985658,-0.247397,28.948538,2427.362061,551.03717,151.664017,,,,,,,,,,
7686,128.1,0.546735,0.011118,0.595527,3233.342529,-4.479981,1127.37439,1.854789,-0.216267,28.926311,2427.413818,550.957153,151.637589,,,,,,,,,,
