Format Version,1.24,Take Name,VectorSurgeTrials_013SNAP,Take Notes,,Capture Frame Rate,60,Export Frame Rate,60,Capture Start Time,2024-09-10 04.04.56.425 PM,Capture Start Frame,33991,Total Frames in Take,9894,Total Exported Frames,9894,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,,,,,,,,,,
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,,,,,,,,,,
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,
103,1.716667,0.464682,-0.030089,0.445386,3233.263916,-4.330139,1127.547241,10.570101,-7.074603,42.740437,-2577.220703,-2874.902588,33.235268,,,,,,,,,,
104,1.733333,0.462167,-0.019452,0.471554,3233.257324,-4.337204,1127.542847,10.597406,-7.106559,42.782249,-2577.228271,-2874.87085,33.263531,,,,,,,,,,
105,1.75,0.458747,-0.000705,0.475141,3233.220459,-4.32807,1127.559937,10.569109,-7.070502,42.822689,-2577.201904,-2874.807129,33.28096,,,,,,,,,,
106,1.766667,0.457715,-0.016428,0.473194,3233.245361,-4.338111,1127.569702,10.584616,-7.079074,42.910275,-2577.181641,-2874.782227,33.307148,,,,,,,,,,
107,1.783333,0.464179,-0.029306,0.453674,3233.253906,-4.316772,1127.56543,10.583855,-7.166657,42.721439,-2577.23877,-2874.943115,33.195339,,,,,,,,,,
108,1.8,0.436418,-0.039855,0.435427,3233.263184,-4.316397,1127.526733,10.536876,-7.104401,42.691998,-2577.237549,-2874.931885,33.200539,,,,,,,,,,
109,1.816667,0.4192,-0.02928,0.405662,3233.284912,-4.305332,1127.523926,10.587813,-7.078429,42.866779,-2577.18335,-2874.779785,33.295643,,,,,,,,,,
110,1.833333,0.443701,-0.05318,0.398387,3233.284912,-4.306948,1127.524414,10.610364,-7.060613,42.79126,-2577.207031,-2874.891602,33.249702,,,,,,,,,,
111,1.85,0.437131,-0.044469,0.405688,3233.271729,-4.296112,1127.544678,10.559262,-6.977894,42.775158,-2577.204834,-2874.91626,33.239193,,,,,,,,,,
112,1.866667,0.431639,-0.051304,0.440266,3233.287598,-4.318231,1127.576294,10.589602,-6.972625,42.854233,-2577.200439,-2874.867676,33.269482,,,,,,,,,,
113,1.883333,0.482759,-0.015832,0.471779,3233.266846,-4.355677,1127.564453,10.610554,-7.134324,42.690289,-2577.230957,-2874.929932,33.219204,,,,,,,,,,
114,1.9,0.490402,0.019416,0.47846,3233.218018,-4.323656,1127.558716,10.664203,-7.047192,42.779976,-2577.218994,-2874.883057,33.246723,,,,,,,,,,
115,1.916667,0.476128,0.038096,0.546879,3233.277344,-4.338331,1127.568481,10.581821,-7.105597,42.984196,-2577.171387,-2874.771484,33.293133,,,,,,,,,,
116,1.933333,0.45427,0.010178,0.434807,3233.287598,-4.350976,1127.568604,10.587121,-7.148408,42.846443,-2577.216064,-2874.837158,33.277779,,,,,,,,,,
117,1.95,0.436699,0.014,0.38854,3233.251465,-4.302571,1127.559326,10.56846,-7.046174,42.723721,-2577.253418,-2874.910889,33.231041,,,,,,,,,,
118,1.966667,0.429312,0.026085,0.406399,3233.245117,-4.294247,1127.550903,10.609961,-7.087017,42.805481,-2577.216553,-2874.85083,33.23185,,,,,,,,,,
119,1.983333,0.442493,0.017017,0.445001,3233.268555,-4.305222,1127.560913,10.62734,-7.165754,42.888058,-2577.194336,-2874.81958,33.277672,,,,,,,,,,
120,2,0.468604,0.009462,0.451401,3233.246338,-4.336123,1127.554077,10.643413,-7.125233,42.732533,-2577.25708,-2874.974121,33.220589,,,,,,,,,,
121,2.016667,0.450916,-0.015072,0.473435,3233.246094,-4.319289,1127.555298,10.65519,-7.170332,42.863903,-2577.202637,-2874.83252,33.230377,,,,,,,,,,
122,2.033333,0.436969,-0.00653,0.432882,3233.281494,-4.319515,1127.543945,10.575046,-7.067596,42.863831,-2577.21167,-2874.84082,33.275715,,,,,,,,,,
123,2.05,0.447637,-0.025626,0.431755,3233.25415,-4.30372,1127.540649,10.663894,-7.148829,42.761597,-2577.248047,-2874.977783,33.202621,,,,,,,,,,
124,2.066667,0.445079,-0.025331,0.446733,3233.273682,-4.328068,1127.54541,10.607283,-7.084002,42.869564,-2577.210938,-2874.891113,33.229839,,,,,,,,,,
125,2.083333,0.445425,-0.02062,0.459583,3233.273193,-4.335314,1127.578857,10.514549,-6.931406,42.852757,-2577.211914,-2874.9021,33.228146,,,,,,,,,,
126,2.1,0.45843,-0.009208,0.402163,3233.267578,-4.326171,1127.551514,10.636622,-7.187629,42.814251,-2577.2146,-2874.905762,33.250206,,,,,,,,,,
127,2.116667,0.440078,0.000747,0.40733,3233.2771,-4.30926,1127.512085,10.641308,-7.133835,42.804268,-2577.221191,-2874.948242,33.219803,,,,,,,,,,
128,2.133333,0.450504,0.014886,0.432672,3233.304443,-4.325934,1127.5271,10.571931,-7.170523,42.792976,-2577.216309,-2874.93042,33.230587,,,,,,,,,,
129,2.15,0.457387,0.012551,0.464925,3233.330566,-4.329184,1127.528076,10.567734,-7.109464,42.820145,-2577.204346,-2874.918945,33.268852,,,,,,,,,,
130,2.166667,0.465732,-0.014125,0.437899,3233.271484,-4.307073,1127.532837,10.648636,-7.080257,42.792522,-2577.212646,-2874.94873,33.217667,,,,,,,,,,
131,2.183333,0.417519,-0.01361,0.416743,3233.288574,-4.291485,1127.545898,10.542969,-7.034767,42.830578,-2577.191162,-2874.865967,33.241417,,,,,,,,,,
132,2.2,0.432694,-0.055702,0.430911,3233.284424,-4.31591,1127.562256,10.581666,-7.172518,42.836422,-2577.205811,-2874.8479,33.273617,,,,,,,,,,
133,2.216667,0.440878,-0.046547,0.432453,3233.249756,-4.312294,1127.568237,10.667147,-7.089091,42.75993,-2577.216797,-2874.924072,33.232254,,,,,,,,,,
134,2.233333,0.457625,-0.024916,0.472461,3233.246826,-4.315416,1127.557617,10.571745,-7.129209,42.851223,-2577.173584,-2874.80249,33.279354,,,,,,,,,,
135,2.25,0.462699,-0.028686,0.470849,3233.24585,-4.326539,1127.575684,10.572685,-7.100567,42.903111,-2577.161865,-2874.799561,33.300636,,,,,,,,,,
136,2.266667,0.462092,0.023623,0.482436,3233.275879,-4.329981,1127.560425,10.643768,-7.222984,42.72163,-2577.233887,-2874.942627,33.201378,,,,,,,,,,
137,2.283333,0.457102,0.015287,0.466951,3233.248047,-4.341018,1127.572021,10.650283,-7.138691,42.783665,-2577.2229,-2874.856934,33.258675,,,,,,,,,,
138,2.3,0.456726,0.005845,0.443954,3233.265869,-4.321999,1127.543335,10.720676,-7.192015,42.880875,-2577.199951,-2874.763916,33.283813,,,,,,,,,,
139,2.316667,0.434817,0.000246,0.391619,3233.268799,-4.299072,1127.528931,10.667284,-7.170263,42.715027,-2577.245605,-2874.894531,33.233959,,,,,,,,,,
140,2.333333,0.435875,-0.021477,0.430025,3233.28125,-4.289298,1127.526733,10.634163,-7.075382,42.739517,-2577.234131,-2874.929688,33.212433,,,,,,,,,,
141,2.35,0.454727,-0.02494,0.486685,3233.300049,-4.350558,1127.546387,10.649862,-7.150229,42.892475,-2577.183105,-2874.781494,33.264908,,,,,,,,,,
142,2.366667,0.464109,-0.018908,0.490229,3233.268066,-4.35264,1127.582764,10.642204,-7.143141,42.808449,-2577.200928,-2874.86499,33.266609,,,,,,,,,,
143,2.383333,0.476248,-0.022282,0.483651,3233.244141,-4.332734,1127.560303,10.653786,-7.098166,42.752506,-2577.233887,-2874.924316,33.252853,,,,,,,,,,
144,2.4,0.457482,0.009535,0.462902,3233.250488,-4.318277,1127.555298,10.666477,-7.128391,42.822006,-2577.206055,-2874.821045,33.269993,,,,,,,,,,
145,2.416667,0.430831,-0.005352,0.445684,3233.267822,-4.319713,1127.583618,10.637109,-7.031506,42.812195,-2577.228516,-2874.814453,33.301704,,,,,,,,,,
146,2.433333,0.437452,-0.005461,0.4304,3233.251709,-4.323631,1127.566162,10.574304,-7.123626,42.669456,-2577.246338,-2874.906982,33.225819,,,,,,,,,,
147,2.45,0.484937,0.11519,0.386395,3233.155762,-4.243042,1127.5448,10.611717,-7.007742,42.781796,-2577.234863,-2874.921387,33.251801,,,,,,,,,,
148,2.466667,0.451182,0.062888,0.418827,3233.189209,-4.27948,1127.563843,10.626372,-7.03437,42.872913,-2577.19165,-2874.888184,33.236187,,,,,,,,,,
149,2.483333,0.447085,0.011825,0.440175,3233.235596,-4.32115,1127.549927,10.610007,-7.124581,42.7486,-2577.213135,-2874.932373,33.209084,,,,,,,,,,
150,2.5,0.432852,-0.006584,0.443376,3233.286621,-4.325508,1127.535767,10.646893,-6.997672,42.87402,-2577.186768,-2874.794434,33.291981,,,,,,,,,,
151,2.516667,0.428486,-0.00472,0.445762,3233.290283,-4.301189,1127.553589,10.679221,-7.088871,42.858158,-2577.174072,-2874.750977,33.308346,,,,,,,,,,
152,2.533333,0.441355,-0.038486,0.433429,3233.280029,-4.305064,1127.559448,10.653428,-6.964829,42.675163,-2577.260742,-2874.979248,33.21582,,,,,,,,,,
153,2.55,0.451273,-0.020066,0.424285,3233.275146,-4.303955,1127.560913,10.637609,-7.208349,42.777023,-2577.199707,-2874.901611,33.223255,,,,,,,,,,
154,2.566667,0.418363,-0.014391,0.429696,3233.280029,-4.311958,1127.571533,10.579496,-7.139564,42.810619,-2577.183838,-2874.856689,33.264248,,,,,,,,,,
155,2.583333,0.424117,-0.014176,0.434897,3233.281738,-4.314375,1127.551147,10.536426,-7.042105,42.856365,-2577.201416,-2874.823975,33.292141,,,,,,,,,,
156,2.6,0.435234,0.021015,0.418722,3233.271484,-4.301226,1127.548584,10.603394,-7.042701,42.794533,-2577.214111,-2874.949219,33.216877,,,,,,,,,,
157,2.616667,0.436486,-0.004796,0.449388,3233.255371,-4.29976,1127.61084,10.603994,-6.996352,42.85144,-2577.189941,-2874.826904,33.271591,,,,,,,,,,
158,2.633333,0.445905,-0.019752,0.448544,3233.260254,-4.331293,1127.62085,10.63569,-7.092697,42.818981,-2577.202881,-2874.830078,33.265018,,,,,,,,,,
159,2.65,0.489077,0.097114,0.352577,3233.161621,-4.243092,1127.583252,10.617782,-7.08353,42.696583,-2577.22998,-2874.970947,33.223835,,,,,,,,,,
160,2.666667,0.458117,0.092063,0.379628,3233.176758,-4.280486,1127.58313,10.533686,-6.98036,42.849648,-2577.206543,-2874.835693,33.303761,,,,,,,,,,
161,2.683333,0.461884,0.00675,0.448674,3233.265625,-4.331556,1127.608032,10.586637,-6.9526,42.771389,-2577.227539,-2874.890137,33.282299,,,,,,,,,,
162,2.7,0.467282,-0.018471,0.456535,3233.292725,-4.337604,1127.616211,10.613877,-7.113319,42.72678,-2577.20874,-2874.87915,33.269424,,,,,,,,,,
163,2.716667,0.464531,-0.038957,0.424261,3233.259277,-4.325764,1127.609131,10.718732,-7.308546,42.848991,-2577.185059,-2874.80835,33.275837,,,,,,,,,,
164,2.733333,0.458381,-0.033083,0.427808,3233.265137,-4.31088,1127.578003,10.587163,-7.039995,42.839348,-2577.182129,-2874.811768,33.292923,,,,,,,,,,
165,2.75,0.43934,-0.024401,0.397038,3233.2854,-4.307131,1127.539795,10.663428,-7.132678,42.75909,-2577.214111,-2874.895508,33.25169,,,,,,,,,,
166,2.766667,0.435083,0.009768,0.393174,3233.269775,-4.316711,1127.563232,10.665701,-7.121391,42.730686,-2577.234375,-2874.880615,33.229744,,,,,,,,,,
167,2.783333,0.457286,0.010497,0.444854,3233.246582,-4.320835,1127.5979,10.615326,-7.055866,42.799511,-2577.17627,-2874.784424,33.280605,,,,,,,,,,
168,2.8,0.470207,0.000866,0.449992,3233.270264,-4.344789,1127.591187,10.681961,-7.134329,42.739964,-2577.21167,-2874.89917,33.239689,,,,,,,,,,
169,2.816667,0.459914,-0.008873,0.444481,3233.249512,-4.316983,1127.559204,10.613671,-7.004911,42.726273,-2577.231201,-2874.981689,33.247074,,,,,,,,,,
170,2.833333,0.441548,-0.025699,0.432121,3233.279297,-4.315948,1127.556396,10.597076,-6.996988,42.806652,-2577.191406,-2874.891846,33.242153,,,,,,,,,,
171,2.85,0.441094,-0.030468,0.43653,3233.274902,-4.319267,1127.601562,10.627862,-7.153492,42.827217,-2577.205811,-2874.850098,33.270119,,,,,,,,,,
172,2.866667,0.454686,-0.013639,0.419566,3233.247314,-4.322876,1127.578979,10.642412,-7.105774,42.79166,-2577.207764,-2874.876465,33.251419,,,,,,,,,,
173,2.883333,0.463554,0.010247,0.434749,3233.242432,-4.310665,1127.582397,10.604804,-7.071985,42.802979,-2577.202393,-2874.869873,33.255913,,,,,,,,,,
174,2.9,0.486547,0.02745,0.515927,3233.284668,-4.347707,1127.591431,10.624965,-7.039564,42.82819,-2577.209473,-2874.825439,33.251923,,,,,,,,,,
175,2.916667,0.474876,0.01699,0.467314,3233.254883,-4.334494,1127.590576,10.667259,-7.083443,42.740173,-2577.201904,-2874.909912,33.248043,,,,,,,,,,
176,2.933333,0.459037,0.013218,0.426116,3233.236816,-4.309426,1127.555664,10.539762,-6.925737,42.770603,-2577.185547,-2874.873291,33.306175,,,,,,,,,,
177,2.95,0.427304,0.004828,0.418439,3233.283691,-4.319552,1127.556274,10.573638,-6.971566,42.798073,-2577.200195,-2874.863281,33.274441,,,,,,,,,,
178,2.966667,0.434816,0.00167,0.432034,3233.304932,-4.326011,1127.557129,10.682322,-7.102452,42.717445,-2577.220947,-2874.876953,33.251621,,,,,,,,,,
179,2.983333,0.446366,0.003888,0.397999,3233.267822,-4.306781,1127.540894,10.595006,-7.107347,42.74894,-2577.201904,-2874.870605,33.27689,,,,,,,,,,
180,3,0.448873,0.00329,0.429838,3233.256348,-4.315086,1127.553589,10.656272,-7.196819,42.696529,-2577.206055,-2874.954834,33.194157,,,,,,,,,,
181,3.016667,0.458421,-0.018618,0.461875,3233.253662,-4.337172,1127.579224,10.671933,-7.142067,42.779987,-2577.189697,-2874.826904,33.280907,,,,,,,,,,
182,3.033333,0.467771,0.000622,0.455113,3233.246582,-4.328142,1127.571411,10.583886,-7.075494,42.804104,-2577.198242,-2874.919434,33.266945,,,,,,,,,,
183,3.05,0.452239,0.022859,0.427606,3233.267578,-4.32585,1127.562134,10.644149,-7.188218,42.76173,-2577.199463,-2874.876221,33.256107,,,,,,,,,,
184,3.066667,0.465161,0.016499,0.453407,3233.270752,-4.320039,1127.58606,10.656665,-7.111536,42.829136,-2577.178955,-2874.825439,33.296898,,,,,,,,,,
185,3.083333,0.466596,0.002107,0.433245,3233.250488,-4.316425,1127.583008,10.583789,-7.050951,42.89537,-2577.173828,-2874.810791,33.305477,,,,,,,,,,
186,3.1,0.474602,0.036065,0.408728,3233.250244,-4.328922,1127.568481,10.610144,-7.079658,42.843945,-2577.198486,-2874.831543,33.285938,,,,,,,,,,
187,3.116667,0.44634,0.013962,0.435321,3233.268311,-4.324033,1127.597046,10.655805,-7.069296,42.804272,-2577.19873,-2874.850342,33.264153,,,,,,,,,,
188,3.133333,0.444984,-0.011007,0.426836,3233.294434,-4.3226,1127.589844,10.658084,-7.051182,42.831402,-2577.199219,-2874.802734,33.279869,,,,,,,,,,
189,3.15,0.450721,0.001594,0.402798,3233.263916,-4.315815,1127.558228,10.639644,-7.000002,42.634483,-2577.259766,-2874.991943,33.198917,,,,,,,,,,
190,3.166667,0.465959,0.004105,0.435466,3233.26123,-4.316078,1127.544312,10.672173,-7.170682,42.742241,-2577.225586,-2874.871826,33.222973,,,,,,,,,,
191,3.183333,0.430368,-0.025601,0.447338,3233.26123,-4.316801,1127.610718,10.627474,-7.151052,42.918671,-2577.190918,-2874.738525,33.313717,,,,,,,,,,
192,3.2,0.466049,-0.017505,0.441888,3233.244385,-4.303039,1127.593994,10.623862,-7.232316,42.786076,-2577.218018,-2874.870605,33.231922,,,,,,,,,,
193,3.216667,0.462098,0.02618,0.411777,3233.244141,-4.315561,1127.569702,10.614356,-7.105237,42.70467,-2577.2146,-2874.917236,33.20565,,,,,,,,,,
194,3.233333,0.463773,-0.014672,0.456072,3233.253662,-4.323104,1127.586426,10.617214,-7.108891,42.851852,-2577.180664,-2874.841064,33.259548,,,,,,,,,,
195,3.25,0.457398,-0.029013,0.461216,3233.246094,-4.311243,1127.61145,10.590487,-7.060246,42.76482,-2577.214355,-2874.854004,33.268211,,,,,,,,,,
196,3.266667,0.466632,-0.021399,0.457154,3233.235596,-4.325834,1127.581299,10.577621,-6.958692,42.707355,-2577.238037,-2874.932617,33.246017,,,,,,,,,,
197,3.283333,0.449663,0.002329,0.440607,3233.301758,-4.326759,1127.562622,10.662765,-7.123146,42.765713,-2577.21875,-2874.856689,33.252892,,,,,,,,,,
198,3.3,0.440502,-0.03995,0.417616,3233.315918,-4.310463,1127.581909,10.585317,-7.013946,42.911236,-2577.187256,-2874.801758,33.305885,,,,,,,,,,
199,3.316667,0.472296,-0.036388,0.388874,3233.297119,-4.298792,1127.537964,10.693547,-7.159708,42.662594,-2577.253174,-2874.927979,33.219822,,,,,,,,,,
200,3.333333,0.484533,-0.026281,0.483556,3233.310303,-4.327622,1127.540527,10.614693,-7.068346,42.736752,-2577.24292,-2874.905273,33.206718,,,,,,,,,,
201,3.35,0.481419,-0.022344,0.459195,3233.295654,-4.334943,1127.574463,10.568127,-7.007417,42.92749,-2577.205078,-2874.686279,33.369492,,,,,,,,,,
202,3.366667,0.445976,0.005004,0.408194,3233.236572,-4.290813,1127.592163,10.532527,-6.869866,42.719257,-2577.232666,-2874.955078,33.25296,,,,,,,,,,
203,3.383333,0.44391,0.035617,0.416813,3233.212402,-4.308143,1127.587158,10.618247,-6.921772,42.628639,-2577.262207,-2874.994629,33.205647,,,,,,,,,,
204,3.4,0.445661,0.016622,0.465186,3233.245361,-4.315724,1127.601562,10.515403,-6.798985,42.770847,-2577.241699,-2874.88501,33.276264,,,,,,,,,,
205,3.416667,0.457551,-0.005614,0.455158,3233.242188,-4.309733,1127.570557,10.626823,-7.034142,42.85128,-2577.210693,-2874.757812,33.336109,,,,,,,,,,
206,3.433333,0.441131,0.014641,0.388237,3233.25,-4.298609,1127.534424,10.651434,-7.186754,42.694099,-2577.219238,-2874.91333,33.214275,,,,,,,,,,
207,3.45,0.453944,0.011185,0.435251,3233.303711,-4.323644,1127.571533,10.603146,-6.993989,42.828068,-2577.192139,-2874.828857,33.28228,,,,,,,,,,
208,3.466667,0.457127,-0.015244,0.440212,3233.277344,-4.337061,1127.616943,10.625716,-7.098487,42.899773,-2577.198975,-2874.749756,33.321342,,,,,,,,,,
209,3.483333,0.476502,-0.008151,0.450502,3233.228271,-4.320711,1127.596558,10.528896,-7.087724,42.760715,-2577.224121,-2874.927734,33.264381,,,,,,,,,,
210,3.5,0.477807,-0.018946,0.466927,3233.228516,-4.314912,1127.583984,10.647044,-7.061134,42.850986,-2577.206543,-2874.841797,33.261978,,,,,,,,,,
211,3.516667,0.482856,-0.023806,0.489195,3233.241699,-4.348677,1127.596924,10.664496,-7.109548,42.935699,-2577.187256,-2874.791748,33.278187,,,,,,,,,,
212,3.533333,0.464077,0.023991,0.466884,3233.234131,-4.316619,1127.59082,10.650862,-7.168259,42.768887,-2577.224365,-2874.853027,33.260635,,,,,,,,,,
213,3.55,0.452262,0.013694,0.451249,3233.242676,-4.32595,1127.584106,10.641302,-7.094334,42.778442,-2577.215088,-2874.860352,33.221596,,,,,,,,,,
214,3.566667,0.474122,0.01484,0.465111,3233.255127,-4.321563,1127.591431,10.602276,-7.079848,42.852196,-2577.209229,-2874.813477,33.282253,,,,,,,,,,
215,3.583333,0.46709,0.019914,0.442931,3233.256348,-4.305304,1127.586548,10.615187,-7.115129,42.836521,-2577.199951,-2874.832031,33.290695,,,,,,,,,,
216,3.6,0.45046,0.026377,0.421498,3233.240723,-4.312288,1127.595093,10.610502,-7.055659,42.684326,-2577.209473,-2875.030762,33.183666,,,,,,,,,,
217,3.616667,0.456953,0.007116,0.463901,3233.259521,-4.345188,1127.60791,10.594037,-6.975956,42.885277,-2577.162354,-2874.822021,33.289059,,,,,,,,,,
218,3.633333,0.444507,-0.01067,0.460568,3233.255127,-4.331155,1127.590088,10.749008,-7.157792,42.7962,-2577.20752,-2874.893311,33.205856,,,,,,,,,,
219,3.65,0.461339,0.018784,0.503179,3233.268799,-4.309776,1127.555908,10.638978,-7.111518,42.649708,-2577.252686,-2875.01123,33.16283,,,,,,,,,,
220,3.666667,0.440679,0.017205,0.443953,3233.25708,-4.321186,1127.564209,10.611689,-6.999806,42.857006,-2577.213379,-2874.830566,33.306156,,,,,,,,,,
221,3.683333,0.453449,-0.004772,0.447698,3233.246826,-4.307759,1127.591675,10.657011,-7.100802,42.874084,-2577.177002,-2874.842773,33.258244,,,,,,,,,,
222,3.7,0.46155,0.004928,0.429026,3233.26123,-4.309014,1127.557861,10.630672,-6.989419,42.634212,-2577.250977,-2875,33.161438,,,,,,,,,,
223,3.716667,0.43632,-0.00193,0.436627,3233.255615,-4.307832,1127.557739,10.696763,-7.182508,42.734249,-2577.221924,-2874.877441,33.174454,,,,,,,,,,
224,3.733333,0.440758,-0.027891,0.433263,3233.252686,-4.287776,1127.563721,10.589401,-7.100523,42.912075,-2577.197266,-2874.693115,33.332069,,,,,,,,,,
225,3.75,0.442101,-0.021792,0.411751,3233.266113,-4.285359,1127.56189,10.630615,-7.004224,42.668804,-2577.238281,-2874.92334,33.235653,,,,,,,,,,
226,3.766667,0.448167,-0.017595,0.420655,3233.262451,-4.298106,1127.557861,10.593032,-7.057331,42.723446,-2577.220459,-2874.904053,33.233147,,,,,,,,,,
227,3.783333,0.426069,-0.000209,0.406443,3233.263916,-4.318592,1127.600464,10.634846,-7.135061,42.837784,-2577.191162,-2874.826172,33.236813,,,,,,,,,,
228,3.8,0.467104,0.002489,0.420862,3233.255859,-4.327298,1127.60022,10.684723,-7.12573,42.716904,-2577.208008,-2874.916016,33.244381,,,,,,,,,,
229,3.816667,0.457203,0.040546,0.417354,3233.260986,-4.299469,1127.591187,10.63666,-7.101386,42.651405,-2577.241943,-2874.990234,33.203709,,,,,,,,,,
230,3.833333,0.455247,0.027867,0.432549,3233.255615,-4.320778,1127.610596,10.630454,-7.223493,42.880283,-2577.185791,-2874.696289,33.302448,,,,,,,,,,
231,3.85,0.441944,0.035036,0.419048,3233.256592,-4.324374,1127.614136,10.596375,-6.952067,42.784203,-2577.240234,-2874.861572,33.254036,,,,,,,,,,
232,3.866667,0.463405,0.016389,0.404049,3233.263672,-4.323353,1127.542603,10.655983,-7.08812,42.722919,-2577.218506,-2874.905518,33.235119,,,,,,,,,,
233,3.883333,0.452528,0.017835,0.472921,3233.323242,-4.314274,1127.525879,10.565603,-6.957853,42.762577,-2577.18335,-2874.875,33.256634,,,,,,,,,,
234,3.9,0.449143,0.017071,0.419383,3233.306885,-4.327898,1127.559448,10.564136,-6.924173,42.806057,-2577.178711,-2874.853271,33.278217,,,,,,,,,,
235,3.916667,0.444307,0.012527,0.395345,3233.270996,-4.302927,1127.567505,10.639068,-7.013566,42.670273,-2577.243408,-2874.971924,33.220531,,,,,,,,,,
236,3.933333,0.449112,-0.01586,0.399173,3233.259277,-4.292799,1127.580811,10.641924,-7.068218,42.761356,-2577.212402,-2874.858887,33.240891,,,,,,,,,,
237,3.95,0.455307,-0.006998,0.421935,3233.283203,-4.327764,1127.595337,10.56166,-6.964525,42.896172,-2577.178955,-2874.743652,33.304279,,,,,,,,,,
238,3.966667,0.460404,-0.000428,0.433703,3233.290771,-4.325453,1127.574585,10.618599,-7.035188,42.700409,-2577.246338,-2874.948242,33.232029,,,,,,,,,,
239,3.983333,0.443519,-0.02281,0.418231,3233.266357,-4.295379,1127.554077,10.528402,-6.948919,42.794064,-2577.204346,-2874.891602,33.232624,,,,,,,,,,
240,4,0.450638,-0.040115,0.428726,3233.258545,-4.306826,1127.540527,10.589815,-7.091815,42.953667,-2577.173828,-2874.775635,33.316254,,,,,,,,,,
241,4.016667,0.45287,0.010152,0.457636,3233.306885,-4.320706,1127.537842,10.619675,-7.12793,42.754723,-2577.196289,-2874.876221,33.253433,,,,,,,,,,
242,4.033333,0.442499,0.003874,0.435374,3233.254395,-4.313498,1127.560913,10.678763,-7.069282,42.691002,-2577.2229,-2874.976318,33.21801,,,,,,,,,,
243,4.05,0.429083,-0.029895,0.429532,3233.274902,-4.300193,1127.550781,10.678427,-7.251513,42.742962,-2577.173828,-2874.834473,33.251488,,,,,,,,,,
244,4.066667,0.440672,-0.02671,0.390271,3233.278076,-4.303776,1127.553955,10.605873,-7.142805,42.850513,-2577.166016,-2874.78125,33.282669,,,,,,,,,,
245,4.083333,0.411372,-0.019055,0.377722,3233.281494,-4.301647,1127.527832,10.647436,-7.062325,42.787476,-2577.222412,-2874.854248,33.269939,,,,,,,,,,
246,4.1,0.427596,-0.034284,0.413972,3233.291748,-4.303656,1127.531372,10.575556,-7.062706,42.870216,-2577.184326,-2874.777832,33.300331,,,,,,,,,,
247,4.116667,0.446124,-0.031449,0.42362,3233.292725,-4.306105,1127.551025,10.749861,-7.171868,42.767574,-2577.217529,-2874.801758,33.272587,,,,,,,,,,
248,4.133333,0.453206,-0.010233,0.439914,3233.244385,-4.291785,1127.565552,10.606202,-7.051123,42.708843,-2577.207764,-2874.922852,33.253948,,,,,,,,,,
249,4.15,0.433847,0.018774,0.408113,3233.257324,-4.30064,1127.576904,10.617185,-7.012331,42.81369,-2577.186523,-2874.845215,33.305645,,,,,,,,,,
250,4.166667,0.458852,0.004516,0.436002,3233.248779,-4.306238,1127.59436,10.666213,-7.079247,42.780117,-2577.197754,-2874.883301,33.249535,,,,,,,,,,
251,4.183333,0.468213,-0.003232,0.477778,3233.223389,-4.302823,1127.609375,10.665947,-7.039875,42.753868,-2577.234131,-2874.845215,33.275169,,,,,,,,,,
252,4.2,0.454426,0.028228,0.436478,3233.239746,-4.312148,1127.610352,10.746977,-7.133684,42.699341,-2577.244141,-2874.886719,33.226265,,,,,,,,,,
253,4.216667,0.452515,0.011818,0.434046,3233.255371,-4.329008,1127.62085,10.610473,-7.176194,42.741337,-2577.208008,-2874.892334,33.229984,,,,,,,,,,
254,4.233333,0.479259,-0.003304,0.441052,3233.27124,-4.328841,1127.564331,10.602005,-7.07596,42.795071,-2577.187744,-2874.85498,33.263756,,,,,,,,,,
255,4.25,0.449537,-0.029008,0.436918,3233.304932,-4.323289,1127.517578,10.634133,-7.266408,42.708393,-2577.197998,-2874.878418,33.240562,,,,,,,,,,
256,4.266667,0.442355,-0.025866,0.427163,3233.291748,-4.31436,1127.508911,10.567831,-6.993533,42.722435,-2577.214844,-2874.859619,33.259205,,,,,,,,,,
